X,Y,OBJECTID,currentValueTime,currentValue,Name
-284252.393763688,6697912.39153731,1690,2017/03/31 17:00:00+01,0.102,Brislington
-284252.393763688,6697912.39153731,1691,2017/04/06 17:00:00+01,0.085,Brislington
-287945.67407325,6702017.94952149,1692,2017/04/12 00:30:00+01,6.226,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,1693,2017/04/14 17:00:00+01,0.933,Ashton Vale
-285656.259471231,6704915.77537443,1694,2017/04/15 23:00:00+01,7.578,Eastville
-284399.352004795,6701468.19484754,1695,2017/04/23 05:00:00+01,0.418,Netham Weir
-285656.259471231,6704915.77537443,1696,2017/05/10 17:30:00+01,7.494,Eastville
-293204.769686181,6697303.4512554,1697,2017/05/14 05:00:00+01,0.048,Colliters Brook
-287945.67407325,6702017.94952149,1698,2017/05/14 07:15:00+01,6.176,Bristol Harbour Passage Street
-293204.769686181,6697303.4512554,1699,2017/05/23 05:00:00+01,0.004,Colliters Brook
-287945.67407325,6702017.94952149,1700,2017/05/23 07:00:00+01,6.147,Bristol Harbour Passage Street
-285656.259471231,6704915.77537443,1701,2017/05/28 05:00:00+01,7.505,Eastville
-293204.769686181,6697303.4512554,1702,2017/05/28 10:00:00+01,-0.005,Colliters Brook
-292299.699288219,6699323.02851977,1703,2017/05/28 17:00:00+01,1.061,Ashton Vale
-285656.259471231,6704915.77537443,1704,2017/05/29 17:00:00+01,7.647,Eastville
-285656.259471231,6704915.77537443,1705,2017/05/30 22:45:00+01,7.544,Eastville
-284399.352004795,6701468.19484754,1706,2017/06/01 17:00:00+01,0.375,Netham Weir
-284399.352004795,6701468.19484754,1707,2015/09/05 05:15:00+01,0.431,Netham Weir
-284399.352004795,6701468.19484754,1708,2016/08/26 17:00:00+01,0.358,Netham Weir
-287945.67407325,6702017.94952149,1709,2015/09/19 05:15:00+01,0.203,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,1710,2016/06/03 05:00:00+01,0.947,Ashton Vale
-285656.259471231,6704915.77537443,1711,2016/11/21 04:00:00+00,0.555,Eastville
-293204.769686181,6697303.4512554,1712,2016/11/26 04:00:00+00,0.392,Colliters Brook
-284399.352004795,6701468.19484754,1713,2016/11/29 11:15:00+00,0.461,Netham Weir
-292299.699288219,6699323.02851977,1714,2016/12/03 16:00:00+00,0.964,Ashton Vale
-287945.67407325,6702017.94952149,1715,2017/01/01 04:00:00+00,0.068,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,1716,2016/07/07 05:00:00+01,0.965,Ashton Vale
-293204.769686181,6697303.4512554,1717,2016/07/09 10:00:00+01,0.013,Colliters Brook
-285656.259471231,6704915.77537443,1718,2016/07/11 17:00:00+01,0.483,Eastville
-293204.769686181,6697303.4512554,1719,2016/07/11 05:00:00+01,0.027,Colliters Brook
-287945.67407325,6702017.94952149,1720,2016/01/01 07:30:00+00,0.183,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,1721,2016/01/04 04:00:00+00,1.069,Ashton Vale
-284399.352004795,6701468.19484754,1722,2016/09/14 05:00:00+01,0.431,Netham Weir
-285656.259471231,6704915.77537443,1723,2015/12/03 16:45:00+00,0.373,Eastville
-293204.769686181,6697303.4512554,1724,2015/12/07 04:00:00+00,0.202,Colliters Brook
-285656.259471231,6704915.77537443,1725,2016/07/04 05:00:00+01,0.403,Eastville
-292299.699288219,6699323.02851977,1726,2016/07/05 19:30:00+01,0.94,Ashton Vale
-285656.259471231,6704915.77537443,1727,2016/07/06 05:00:00+01,0.391999999999999,Eastville
-284399.352004795,6701468.19484754,1728,2016/06/10 17:30:00+01,0.412,Netham Weir
-284252.393763688,6697912.39153731,1729,2015/10/07 05:15:00+01,0.127,Brislington
-292299.699288219,6699323.02851977,1730,2016/06/16 17:00:00+01,0.924,Ashton Vale
-292299.699288219,6699323.02851977,1731,2016/09/01 05:00:00+01,0.938,Ashton Vale
-284252.393763688,6697912.39153731,1732,2015/10/20 05:15:00+01,0.097,Brislington
-285656.259471231,6704915.77537443,1733,2015/10/29 04:15:00+00,0.351999999999999,Eastville
-287945.67407325,6702017.94952149,1734,2016/06/22 05:00:00+01,0.106,Bristol Harbour Passage Street
-293204.769686181,6697303.4512554,1735,2015/11/05 09:15:00+00,0.06,Colliters Brook
-292299.699288219,6699323.02851977,1736,2015/11/05 22:30:00+00,0.966,Ashton Vale
-293204.769686181,6697303.4512554,1737,2015/11/14 12:15:00+00,0.269,Colliters Brook
-293204.769686181,6697303.4512554,1738,2015/11/21 04:15:00+00,0.223,Colliters Brook
-285656.259471231,6704915.77537443,1739,2016/09/04 05:00:00+01,0.663,Eastville
-284252.393763688,6697912.39153731,1740,2015/04/05 05:15:00+01,0.109,Brislington
-293204.769686181,6697303.4512554,1741,2016/04/10 05:00:00+01,0.053,Colliters Brook
-287945.67407325,6702017.94952149,1742,2015/04/19 05:15:00+01,0.166,Bristol Harbour Passage Street
-284252.393763688,6697912.39153731,1743,2016/04/15 17:00:00+01,0.134,Brislington
-287945.67407325,6702017.94952149,1744,2015/04/21 05:15:00+01,0.169,Bristol Harbour Passage Street
-284399.352004795,6701468.19484754,1745,2015/04/24 07:15:00+01,0.39,Netham Weir
-284252.393763688,6697912.39153731,1746,2015/04/30 06:15:00+01,0.081,Brislington
-285656.259471231,6704915.77537443,1747,2016/04/17 15:45:00+01,0.333,Eastville
-284252.393763688,6697912.39153731,1748,2016/08/11 06:00:00+01,0.074,Brislington
-284399.352004795,6701468.19484754,1749,2016/08/12 05:00:00+01,0.412,Netham Weir
-285656.259471231,6704915.77537443,1750,2016/04/19 00:00:00+01,0.361,Eastville
-284399.352004795,6701468.19484754,1751,2016/08/12 17:00:00+01,0.374,Netham Weir
-287945.67407325,6702017.94952149,1752,2015/05/14 05:15:00+01,0.181,Bristol Harbour Passage Street
-284399.352004795,6701468.19484754,1753,2015/05/14 10:00:00+01,0.377,Netham Weir
-284252.393763688,6697912.39153731,1754,2016/09/23 17:00:00+01,0.065,Brislington
-287945.67407325,6702017.94952149,1755,2015/05/20 05:15:00+01,0.186,Bristol Harbour Passage Street
-284399.352004795,6701468.19484754,1756,2016/04/25 05:00:00+01,0.476,Netham Weir
-292299.699288219,6699323.02851977,1757,2016/04/25 17:00:00+01,0.945,Ashton Vale
-284399.352004795,6701468.19484754,1758,2015/05/28 05:15:00+01,0.381,Netham Weir
-287945.67407325,6702017.94952149,1759,2015/05/31 05:15:00+01,0.166,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,1760,2016/08/15 05:00:00+01,0.936,Ashton Vale
-292299.699288219,6699323.02851977,1761,2015/06/09 08:30:00+01,0.904,Ashton Vale
-293204.769686181,6697303.4512554,1762,2015/06/15 10:15:00+01,-0.015,Colliters Brook
-284252.393763688,6697912.39153731,1763,2016/05/12 07:45:00+01,0.182,Brislington
-292299.699288219,6699323.02851977,1764,2015/07/26 05:30:00+01,0.948,Ashton Vale
-287945.67407325,6702017.94952149,1765,2015/07/28 05:15:00+01,0.205,Bristol Harbour Passage Street
-287945.67407325,6702017.94952149,1766,2016/09/25 17:00:00+01,0.056,Bristol Harbour Passage Street
-293204.769686181,6697303.4512554,1767,2016/05/26 10:00:00+01,0.034,Colliters Brook
-287945.67407325,6702017.94952149,1768,2015/02/05 04:15:00+00,0.134,Bristol Harbour Passage Street
-284399.352004795,6701468.19484754,1769,2016/03/02 17:15:00+00,0.391,Netham Weir
-284399.352004795,6701468.19484754,1770,2016/03/26 16:00:00+00,0.441,Netham Weir
-285656.259471231,6704915.77537443,1771,2015/02/19 10:45:00+00,0.466,Eastville
-292299.699288219,6699323.02851977,1772,2015/02/20 10:45:00+00,1.01,Ashton Vale
-285656.259471231,6704915.77537443,1773,2016/03/29 05:00:00+01,0.556,Eastville
-284399.352004795,6701468.19484754,1774,2016/08/08 05:00:00+01,0.404,Netham Weir
-285656.259471231,6704915.77537443,1775,2015/02/24 11:15:00+00,0.589,Eastville
-285656.259471231,6704915.77537443,1776,2015/02/25 13:30:00+00,0.463,Eastville
-284399.352004795,6701468.19484754,1777,2015/06/29 05:30:00+01,0.408,Netham Weir
-285656.259471231,6704915.77537443,1778,2016/08/21 05:00:00+01,0.44,Eastville
-293204.769686181,6697303.4512554,1779,2015/07/01 10:15:00+01,-0.017,Colliters Brook
-292299.699288219,6699323.02851977,1780,2015/07/12 05:15:00+01,0.943,Ashton Vale
-287945.67407325,6702017.94952149,1781,2015/07/13 05:15:00+01,0.049,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,1782,2016/03/31 22:00:00+01,0.973,Ashton Vale
-287945.67407325,6702017.94952149,1783,2016/03/18 16:00:00+00,0.137,Bristol Harbour Passage Street
-284252.393763688,6697912.39153731,1784,2016/03/19 16:00:00+00,0.108,Brislington
-293204.769686181,6697303.4512554,1785,2016/03/20 09:00:00+00,0.348,Colliters Brook
-285656.259471231,6704915.77537443,1786,2016/04/02 05:00:00+01,0.403,Eastville
-287945.67407325,6702017.94952149,1787,2016/02/14 19:15:00+00,0.191,Bristol Harbour Passage Street
-293204.769686181,6697303.4512554,1788,2016/02/14 19:15:00+00,0.366,Colliters Brook
-292299.699288219,6699323.02851977,1789,2014/12/17 04:15:00+00,1.016,Ashton Vale
-287945.67407325,6702017.94952149,1790,2014/12/18 09:30:00+00,0.156,Bristol Harbour Passage Street
-285656.259471231,6704915.77537443,1791,2014/12/19 06:45:00+00,0.577,Eastville
-284399.352004795,6701468.19484754,1792,2017/04/16 05:00:00+01,0.423,Netham Weir
-287945.67407325,6702017.94952149,1793,2017/04/17 05:00:00+01,6.204,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,1794,2017/04/18 17:00:00+01,0.912,Ashton Vale
-284399.352004795,6701468.19484754,1795,2017/04/22 09:45:00+01,0.394,Netham Weir
-293204.769686181,6697303.4512554,1796,2014/12/28 04:15:00+00,0.214,Colliters Brook
-293204.769686181,6697303.4512554,1797,2015/01/01 04:15:00+00,0.111,Colliters Brook
-292299.699288219,6699323.02851977,1798,2015/01/07 04:15:00+00,0.981,Ashton Vale
-285656.259471231,6704915.77537443,1799,2015/01/08 23:00:00+00,0.559,Eastville
-285656.259471231,6704915.77537443,1800,2015/01/09 16:30:00+00,0.513,Eastville
-284399.352004795,6701468.19484754,1801,2015/01/10 08:00:00+00,0.618,Netham Weir
-293204.769686181,6697303.4512554,1802,2016/02/23 04:00:00+00,0.278,Colliters Brook
-284252.393763688,6697912.39153731,1803,2016/09/19 17:00:00+01,0.082,Brislington
-284399.352004795,6701468.19484754,1804,2016/02/23 04:00:00+00,0.423,Netham Weir
-292299.699288219,6699323.02851977,1805,2015/01/26 04:15:00+00,0.976,Ashton Vale
-285656.259471231,6704915.77537443,1806,2016/08/05 05:00:00+01,0.332,Eastville
-293204.769686181,6697303.4512554,1807,2016/08/06 10:00:00+01,0.044,Colliters Brook
-285656.259471231,6704915.77537443,1808,2016/02/26 04:00:00+00,0.582,Eastville
-284252.393763688,6697912.39153731,1809,2016/02/27 22:15:00+00,0.114,Brislington
-284399.352004795,6701468.19484754,1810,2016/08/06 17:00:00+01,0.373,Netham Weir
-293204.769686181,6697303.4512554,1811,2015/02/03 04:15:00+00,0.075,Colliters Brook
-285656.259471231,6704915.77537443,1812,2015/03/27 04:30:00+00,0.348,Eastville
-284252.393763688,6697912.39153731,1813,2015/03/31 05:15:00+01,0.114,Brislington
-285656.259471231,6704915.77537443,1814,2015/04/02 05:30:00+01,0.348,Eastville
-285656.259471231,6704915.77537443,1815,2015/04/03 05:30:00+01,0.351999999999999,Eastville
-284399.352004795,6701468.19484754,1816,2015/04/10 05:15:00+01,0.418,Netham Weir
-287945.67407325,6702017.94952149,1817,2015/04/20 05:15:00+01,0.169,Bristol Harbour Passage Street
-284399.352004795,6701468.19484754,1818,2016/09/22 05:00:00+01,0.404,Netham Weir
-285656.259471231,6704915.77537443,1819,2015/04/21 12:15:00+01,0.355,Eastville
-284399.352004795,6701468.19484754,1820,2016/04/13 19:00:00+01,0.536,Netham Weir
-293204.769686181,6697303.4512554,1821,2015/05/10 05:15:00+01,0.008,Colliters Brook
-287945.67407325,6702017.94952149,1822,2015/05/07 05:15:00+01,0.186,Bristol Harbour Passage Street
-284252.393763688,6697912.39153731,1823,2015/05/12 05:15:00+01,0.084,Brislington
-293204.769686181,6697303.4512554,1824,2015/02/07 04:15:00+00,0.051,Colliters Brook
-284252.393763688,6697912.39153731,1825,2015/02/08 04:30:00+00,0.1,Brislington
-284252.393763688,6697912.39153731,1826,2015/02/10 04:30:00+00,0.098,Brislington
-284252.393763688,6697912.39153731,1827,2016/03/02 04:00:00+00,0.17,Brislington
-284252.393763688,6697912.39153731,1828,2016/03/26 16:00:00+00,0.16,Brislington
-284399.352004795,6701468.19484754,1829,2016/03/27 05:00:00+01,0.513,Netham Weir
-285656.259471231,6704915.77537443,1830,2016/03/06 19:00:00+00,0.553,Eastville
-285656.259471231,6704915.77537443,1831,2016/03/28 05:00:00+01,0.585,Eastville
-293204.769686181,6697303.4512554,1832,2016/03/28 05:00:00+01,0.597,Colliters Brook
-292299.699288219,6699323.02851977,1833,2015/02/23 19:45:00+00,1.097,Ashton Vale
-284399.352004795,6701468.19484754,1834,2016/03/08 11:15:00+00,0.315,Netham Weir
-285656.259471231,6704915.77537443,1835,2016/03/08 13:45:00+00,0.409,Eastville
-284252.393763688,6697912.39153731,1836,2016/08/08 05:00:00+01,0.079,Brislington
-284252.393763688,6697912.39153731,1837,2016/03/30 17:00:00+01,0.191,Brislington
-284252.393763688,6697912.39153731,1838,2016/04/26 05:00:00+01,0.094,Brislington
-285656.259471231,6704915.77537443,1839,2016/04/27 17:00:00+01,0.398,Eastville
-284399.352004795,6701468.19484754,1840,2015/06/04 05:15:00+01,0.381,Netham Weir
-284399.352004795,6701468.19484754,1841,2015/06/09 05:15:00+01,0.366,Netham Weir
-292299.699288219,6699323.02851977,1842,2016/08/16 05:00:00+01,0.937,Ashton Vale
-293204.769686181,6697303.4512554,1843,2016/05/01 17:00:00+01,0.017,Colliters Brook
-285656.259471231,6704915.77537443,1844,2016/08/16 17:00:00+01,0.291,Eastville
-284399.352004795,6701468.19484754,1845,2016/05/04 05:00:00+01,0.459,Netham Weir
-293204.769686181,6697303.4512554,1846,2016/05/04 17:00:00+01,0.022,Colliters Brook
-292299.699288219,6699323.02851977,1847,2016/05/05 17:00:00+01,0.896,Ashton Vale
-284252.393763688,6697912.39153731,1848,2015/07/15 05:15:00+01,0.124,Brislington
-293204.769686181,6697303.4512554,1849,2015/02/28 21:15:00+00,0.253,Colliters Brook
-285656.259471231,6704915.77537443,1850,2015/03/04 16:00:00+00,0.396,Eastville
-284399.352004795,6701468.19484754,1851,2015/03/06 04:15:00+00,0.494,Netham Weir
-293204.769686181,6697303.4512554,1852,2016/09/22 05:00:00+01,-0.007,Colliters Brook
-292299.699288219,6699323.02851977,1853,2016/04/01 05:00:00+01,0.963,Ashton Vale
-285656.259471231,6704915.77537443,1854,2015/03/12 04:30:00+00,0.359,Eastville
-285656.259471231,6704915.77537443,1855,2015/03/10 11:15:00+00,0.363,Eastville
-292299.699288219,6699323.02851977,1856,2015/07/16 13:15:00+01,0.936,Ashton Vale
-285656.259471231,6704915.77537443,1857,2016/05/12 05:00:00+01,0.548,Eastville
-284252.393763688,6697912.39153731,1858,2016/05/17 05:00:00+01,0.099,Brislington
-285656.259471231,6704915.77537443,1859,2015/08/09 05:30:00+01,-2.5,Eastville
-287945.67407325,6702017.94952149,1860,2016/08/21 17:00:00+01,0.074,Bristol Harbour Passage Street
-285656.259471231,6704915.77537443,1861,2016/02/15 04:00:00+00,0.462,Eastville
-287945.67407325,6702017.94952149,1862,2014/12/15 04:15:00+00,0.157,Bristol Harbour Passage Street
-284399.352004795,6701468.19484754,1863,2014/12/16 11:30:00+00,0.465,Netham Weir
-292299.699288219,6699323.02851977,1864,2014/12/19 04:15:00+00,1.302,Ashton Vale
-292299.699288219,6699323.02851977,1865,2016/02/17 11:00:00+00,1.03,Ashton Vale
-287945.67407325,6702017.94952149,1866,2017/03/10 04:00:00+00,0.2,Bristol Harbour Passage Street
-285656.259471231,6704915.77537443,1867,2017/03/11 04:00:00+00,7.646,Eastville
-284399.352004795,6701468.19484754,1868,2017/03/14 16:00:00+00,0.501,Netham Weir
-284399.352004795,6701468.19484754,1869,2017/03/17 04:00:00+00,0.482,Netham Weir
-284399.352004795,6701468.19484754,1870,2017/03/18 04:00:00+00,0.488,Netham Weir
-293204.769686181,6697303.4512554,1871,2017/03/20 16:00:00+00,0.533,Colliters Brook
-284399.352004795,6701468.19484754,1872,2017/03/21 10:30:00+00,0.466,Netham Weir
-285656.259471231,6704915.77537443,1873,2017/03/25 04:00:00+00,7.586,Eastville
-293204.769686181,6697303.4512554,1874,2017/03/26 05:00:00+01,0.157,Colliters Brook
-284399.352004795,6701468.19484754,1875,2017/04/04 05:00:00+01,0.448,Netham Weir
-284399.352004795,6701468.19484754,1876,2017/04/07 05:00:00+01,0.439,Netham Weir
-293204.769686181,6697303.4512554,1877,2017/04/13 23:00:00+01,0.014,Colliters Brook
-285656.259471231,6704915.77537443,1878,2017/04/15 17:00:00+01,7.578,Eastville
-284399.352004795,6701468.19484754,1879,2017/04/27 07:30:00+01,0.409,Netham Weir
-284399.352004795,6701468.19484754,1880,2017/04/24 10:00:00+01,0.412,Netham Weir
-284252.393763688,6697912.39153731,1881,2017/04/26 17:00:00+01,0.068,Brislington
-287945.67407325,6702017.94952149,1882,2017/04/27 07:15:00+01,6.17,Bristol Harbour Passage Street
-285656.259471231,6704915.77537443,1883,2017/04/27 17:00:00+01,7.566,Eastville
-293204.769686181,6697303.4512554,1884,2017/04/30 05:00:00+01,0.004,Colliters Brook
-284399.352004795,6701468.19484754,1885,2015/08/11 19:00:00+01,0.366,Netham Weir
-287945.67407325,6702017.94952149,1886,2015/08/12 19:15:00+01,0.108000000000001,Bristol Harbour Passage Street
-287945.67407325,6702017.94952149,1887,2016/05/24 05:00:00+01,0.092000000000001,Bristol Harbour Passage Street
-285656.259471231,6704915.77537443,1888,2015/08/21 15:45:00+01,0.346,Eastville
-284252.393763688,6697912.39153731,1889,2015/08/23 11:30:00+01,0.45,Brislington
-284399.352004795,6701468.19484754,1890,2015/08/24 05:15:00+01,0.518,Netham Weir
-284252.393763688,6697912.39153731,1891,2015/08/25 23:00:00+01,0.145,Brislington
-293204.769686181,6697303.4512554,1892,2015/08/28 10:15:00+01,0.032,Colliters Brook
-285656.259471231,6704915.77537443,1893,2016/08/25 07:45:00+01,0.321,Eastville
-293204.769686181,6697303.4512554,1894,2015/09/01 10:15:00+01,0.11,Colliters Brook
-292299.699288219,6699323.02851977,1895,2016/08/26 05:00:00+01,0.954,Ashton Vale
-287945.67407325,6702017.94952149,1896,2016/08/27 05:00:00+01,0.071,Bristol Harbour Passage Street
-293204.769686181,6697303.4512554,1897,2016/08/27 10:00:00+01,-0.013,Colliters Brook
-284252.393763688,6697912.39153731,1898,2015/09/14 05:15:00+01,0.161,Brislington
-284399.352004795,6701468.19484754,1899,2015/09/18 05:15:00+01,0.486,Netham Weir
-293204.769686181,6697303.4512554,1900,2015/09/23 05:15:00+01,0.181,Colliters Brook
-292299.699288219,6699323.02851977,1901,2017/01/06 04:00:00+00,0.961,Ashton Vale
-287945.67407325,6702017.94952149,1902,2017/01/17 04:00:00+00,0.098,Bristol Harbour Passage Street
-284399.352004795,6701468.19484754,1903,2017/01/24 16:00:00+00,0.421,Netham Weir
-284252.393763688,6697912.39153731,1904,2017/01/28 16:00:00+00,0.148,Brislington
-293204.769686181,6697303.4512554,1905,2017/01/29 04:00:00+00,0.38,Colliters Brook
-293204.769686181,6697303.4512554,1906,2017/01/31 16:00:00+00,0.425,Colliters Brook
-284252.393763688,6697912.39153731,1907,2017/02/03 04:00:00+00,0.195,Brislington
-292299.699288219,6699323.02851977,1908,2017/02/08 16:00:00+00,0.998,Ashton Vale
-292299.699288219,6699323.02851977,1909,2017/02/14 16:00:00+00,0.975,Ashton Vale
-284399.352004795,6701468.19484754,1910,2017/02/18 04:00:00+00,0.491,Netham Weir
-293204.769686181,6697303.4512554,1911,2017/02/19 09:00:00+00,0.163,Colliters Brook
-293204.769686181,6697303.4512554,1912,2017/02/26 09:00:00+00,0.264,Colliters Brook
-287945.67407325,6702017.94952149,1913,2017/03/01 16:00:00+00,0.094,Bristol Harbour Passage Street
-284399.352004795,6701468.19484754,1914,2016/01/27 04:00:00+00,0.651,Netham Weir
-287945.67407325,6702017.94952149,1915,2016/02/01 04:00:00+00,0.173,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,1916,2016/09/17 05:00:00+01,0.939,Ashton Vale
-292299.699288219,6699323.02851977,1917,2016/02/06 23:15:00+00,2.364,Ashton Vale
-285656.259471231,6704915.77537443,1918,2016/09/17 17:00:00+01,0.296,Eastville
-285656.259471231,6704915.77537443,1919,2016/10/21 17:00:00+01,0.281,Eastville
-293204.769686181,6697303.4512554,1920,2016/10/22 10:00:00+01,-0.004,Colliters Brook
-284399.352004795,6701468.19484754,1921,2016/10/23 05:00:00+01,0.399999999999999,Netham Weir
-285656.259471231,6704915.77537443,1922,2016/10/25 17:00:00+01,0.29,Eastville
-284399.352004795,6701468.19484754,1923,2016/10/29 05:00:00+01,0.399999999999999,Netham Weir
-293204.769686181,6697303.4512554,1924,2016/11/01 16:00:00+00,0.006,Colliters Brook
-285656.259471231,6704915.77537443,1925,2016/11/04 09:45:00+00,0.278,Eastville
-292299.699288219,6699323.02851977,1926,2016/11/11 07:15:00+00,0.941,Ashton Vale
-287945.67407325,6702017.94952149,1927,2016/11/11 04:00:00+00,0.101,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,1928,2015/12/26 04:00:00+00,0.996,Ashton Vale
-284252.393763688,6697912.39153731,1929,2017/04/26 05:00:00+01,0.069,Brislington
-284252.393763688,6697912.39153731,1930,2017/04/29 05:00:00+01,0.065,Brislington
-285656.259471231,6704915.77537443,1931,2017/04/29 17:00:00+01,7.562,Eastville
-284252.393763688,6697912.39153731,1932,2017/04/30 05:00:00+01,0.065,Brislington
-293204.769686181,6697303.4512554,1933,2017/05/01 05:00:00+01,0.013,Colliters Brook
-285656.259471231,6704915.77537443,1934,2017/05/09 17:00:00+01,7.49,Eastville
-292299.699288219,6699323.02851977,1935,2017/05/12 05:00:00+01,0.947,Ashton Vale
-284399.352004795,6701468.19484754,1936,2017/05/12 17:15:00+01,0.366,Netham Weir
-285656.259471231,6704915.77537443,1937,2017/05/16 05:00:00+01,7.555,Eastville
-292299.699288219,6699323.02851977,1938,2017/05/17 05:00:00+01,0.99,Ashton Vale
-284399.352004795,6701468.19484754,1939,2017/05/20 05:00:00+01,0.419,Netham Weir
-284399.352004795,6701468.19484754,1940,2017/05/20 17:00:00+01,0.391999999999999,Netham Weir
-292299.699288219,6699323.02851977,1941,2017/05/25 17:00:00+01,0.897,Ashton Vale
-284399.352004795,6701468.19484754,1942,2017/05/26 05:00:00+01,0.396,Netham Weir
-293204.769686181,6697303.4512554,1943,2017/05/29 10:00:00+01,0.016,Colliters Brook
-287945.67407325,6702017.94952149,1944,2017/06/01 07:15:00+01,6.161,Bristol Harbour Passage Street
-284252.393763688,6697912.39153731,1945,2016/10/29 17:00:00+01,0.099,Brislington
-284252.393763688,6697912.39153731,1946,2016/11/05 16:00:00+00,0.094,Brislington
-292299.699288219,6699323.02851977,1947,2016/11/05 23:00:00+00,0.939,Ashton Vale
-285656.259471231,6704915.77537443,1948,2016/11/09 17:15:00+00,0.362,Eastville
-284399.352004795,6701468.19484754,1949,2016/11/11 16:00:00+00,0.403,Netham Weir
-285656.259471231,6704915.77537443,1950,2016/11/12 07:45:00+00,0.338,Eastville
-292299.699288219,6699323.02851977,1951,2016/11/19 22:45:00+00,1.047,Ashton Vale
-292299.699288219,6699323.02851977,1952,2016/11/20 16:45:00+00,1.522,Ashton Vale
-292299.699288219,6699323.02851977,1953,2016/11/21 22:45:00+00,1.993,Ashton Vale
-293204.769686181,6697303.4512554,1954,2016/11/22 04:45:00+00,0.578,Colliters Brook
-285656.259471231,6704915.77537443,1955,2016/11/24 21:15:00+00,0.414,Eastville
-292299.699288219,6699323.02851977,1956,2016/11/30 04:15:00+00,0.948,Ashton Vale
-285656.259471231,6704915.77537443,1957,2016/12/11 16:00:00+00,7.692,Eastville
-293204.769686181,6697303.4512554,1958,2016/12/17 04:00:00+00,0.382,Colliters Brook
-293204.769686181,6697303.4512554,1959,2016/12/23 09:00:00+00,0.34,Colliters Brook
-285656.259471231,6704915.77537443,1960,2016/12/27 04:00:00+00,7.57,Eastville
-292299.699288219,6699323.02851977,1961,2016/12/28 16:00:00+00,0.951,Ashton Vale
-292299.699288219,6699323.02851977,1962,2016/12/29 04:00:00+00,0.951,Ashton Vale
-292299.699288219,6699323.02851977,1963,2016/01/15 05:00:00+00,0.98,Ashton Vale
-284399.352004795,6701468.19484754,1964,2016/09/15 17:00:00+01,0.13,Netham Weir
-284252.393763688,6697912.39153731,1965,2016/01/16 04:00:00+00,0.139,Brislington
-292299.699288219,6699323.02851977,1966,2016/07/19 20:00:00+01,0.916,Ashton Vale
-293204.769686181,6697303.4512554,1967,2016/01/23 21:45:00+00,0.241,Colliters Brook
-284252.393763688,6697912.39153731,1968,2016/01/26 16:45:00+00,0.383,Brislington
-285656.259471231,6704915.77537443,1969,2016/01/28 04:00:00+00,0.43,Eastville
-292299.699288219,6699323.02851977,1970,2016/07/25 22:45:00+01,0.943,Ashton Vale
-284252.393763688,6697912.39153731,1971,2016/02/07 08:30:00+00,0.34,Brislington
-285656.259471231,6704915.77537443,1972,2016/02/08 11:30:00+00,0.655,Eastville
-292299.699288219,6699323.02851977,1973,2016/02/09 17:30:00+00,1.082,Ashton Vale
-284399.352004795,6701468.19484754,1974,2016/07/30 05:00:00+01,0.417,Netham Weir
-284252.393763688,6697912.39153731,1975,2016/10/23 05:00:00+01,0.082,Brislington
-284252.393763688,6697912.39153731,1976,2016/10/28 17:00:00+01,0.101,Brislington
-285656.259471231,6704915.77537443,1977,2017/02/13 04:00:00+00,7.705,Eastville
-284252.393763688,6697912.39153731,1978,2017/02/16 05:00:00+00,0.117,Brislington
-285656.259471231,6704915.77537443,1979,2017/02/23 20:30:00+00,7.701,Eastville
-285656.259471231,6704915.77537443,1980,2017/03/02 04:00:00+00,7.826,Eastville
-284252.393763688,6697912.39153731,1981,2017/03/03 16:00:00+00,0.188,Brislington
-284399.352004795,6701468.19484754,1982,2017/03/05 23:00:00+00,0.607,Netham Weir
-287945.67407325,6702017.94952149,1983,2017/03/08 09:30:00+00,0.054,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,1984,2017/03/09 16:00:00+00,0.976,Ashton Vale
-287945.67407325,6702017.94952149,1985,2017/03/12 19:45:00+00,0.049,Bristol Harbour Passage Street
-287945.67407325,6702017.94952149,1986,2017/03/29 05:00:00+01,0.04,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,1987,2017/03/23 10:00:00+00,1.004,Ashton Vale
-287945.67407325,6702017.94952149,1988,2016/12/31 04:00:00+00,0.066,Bristol Harbour Passage Street
-287945.67407325,6702017.94952149,1989,2017/01/01 16:00:00+00,0.101,Bristol Harbour Passage Street
-285656.259471231,6704915.77537443,1990,2017/01/03 21:15:00+00,7.719,Eastville
-293204.769686181,6697303.4512554,1991,2017/01/08 23:15:00+00,0.376,Colliters Brook
-293204.769686181,6697303.4512554,1992,2017/01/07 09:00:00+00,0.41,Colliters Brook
-287945.67407325,6702017.94952149,1993,2017/01/08 16:00:00+00,0.116000000000001,Bristol Harbour Passage Street
-287945.67407325,6702017.94952149,1994,2017/01/09 04:00:00+00,0.113,Bristol Harbour Passage Street
