X,Y,OBJECTID,currentValueTime,currentValue,Name
-287945.67407325,6702017.94952149,312,2014/12/19 06:45:00+00,0.181,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,313,2017/03/06 16:00:00+00,0.965,Ashton Vale
-285656.259471231,6704915.77537443,314,2017/03/09 04:00:00+00,7.698,Eastville
-287945.67407325,6702017.94952149,315,2017/03/12 16:15:00+00,0.069,Bristol Harbour Passage Street
-293204.769686181,6697303.4512554,316,2017/03/15 04:00:00+00,0.087,Colliters Brook
-287945.67407325,6702017.94952149,317,2017/03/19 04:00:00+00,0.109,Bristol Harbour Passage Street
-287945.67407325,6702017.94952149,318,2017/03/22 04:00:00+00,0.123,Bristol Harbour Passage Street
-285656.259471231,6704915.77537443,319,2017/03/29 17:00:00+01,7.665,Eastville
-292299.699288219,6699323.02851977,320,2017/03/31 05:00:00+01,0.958,Ashton Vale
-293204.769686181,6697303.4512554,321,2017/04/02 05:00:00+01,0.033,Colliters Brook
-293204.769686181,6697303.4512554,322,2017/04/04 17:00:00+01,0.023,Colliters Brook
-285656.259471231,6704915.77537443,323,2017/04/08 17:00:00+01,7.597,Eastville
-292299.699288219,6699323.02851977,324,2017/04/14 05:00:00+01,0.945,Ashton Vale
-293204.769686181,6697303.4512554,325,2017/04/14 10:00:00+01,0.022,Colliters Brook
-287945.67407325,6702017.94952149,326,2017/04/15 17:00:00+01,6.212,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,327,2017/04/27 11:00:00+01,0.933,Ashton Vale
-292299.699288219,6699323.02851977,328,2017/04/26 08:30:00+01,0.934,Ashton Vale
-285656.259471231,6704915.77537443,329,2017/04/28 05:00:00+01,7.566,Eastville
-293204.769686181,6697303.4512554,330,2017/05/01 17:00:00+01,0.011,Colliters Brook
-287945.67407325,6702017.94952149,331,2016/09/26 17:00:00+01,0.065,Bristol Harbour Passage Street
-293204.769686181,6697303.4512554,332,2016/10/09 05:00:00+01,-0.014,Colliters Brook
-284399.352004795,6701468.19484754,333,2015/08/12 19:15:00+01,0.147,Netham Weir
-292299.699288219,6699323.02851977,334,2016/05/23 10:45:00+01,0.92,Ashton Vale
-293204.769686181,6697303.4512554,335,2016/05/23 10:00:00+01,0.032,Colliters Brook
-287945.67407325,6702017.94952149,336,2016/05/24 17:00:00+01,0.099,Bristol Harbour Passage Street
-293204.769686181,6697303.4512554,337,2015/08/19 05:15:00+01,-0.01,Colliters Brook
-285656.259471231,6704915.77537443,338,2015/08/28 05:15:00+01,0.415,Eastville
-285656.259471231,6704915.77537443,339,2016/05/31 05:00:00+01,0.41,Eastville
-285656.259471231,6704915.77537443,340,2015/09/04 05:15:00+01,0.327,Eastville
-292299.699288219,6699323.02851977,341,2015/09/09 05:30:00+01,0.944,Ashton Vale
-292299.699288219,6699323.02851977,342,2015/09/11 05:15:00+01,0.936,Ashton Vale
-284399.352004795,6701468.19484754,343,2015/09/13 07:15:00+01,0.401,Netham Weir
-285656.259471231,6704915.77537443,344,2016/06/02 07:30:00+01,0.408,Eastville
-293204.769686181,6697303.4512554,345,2016/08/26 10:00:00+01,0.005,Colliters Brook
-284252.393763688,6697912.39153731,346,2016/08/26 05:00:00+01,0.115,Brislington
-292299.699288219,6699323.02851977,347,2016/06/04 17:00:00+01,0.921,Ashton Vale
-284252.393763688,6697912.39153731,348,2015/09/24 06:15:00+01,0.16,Brislington
-284252.393763688,6697912.39153731,349,2015/09/24 23:15:00+01,0.103,Brislington
-293204.769686181,6697303.4512554,350,2016/06/08 05:00:00+01,0.018,Colliters Brook
-285656.259471231,6704915.77537443,351,2015/09/30 08:45:00+01,0.284,Eastville
-293204.769686181,6697303.4512554,352,2016/12/30 09:00:00+00,0.199,Colliters Brook
-293204.769686181,6697303.4512554,353,2017/01/07 20:45:00+00,0.39,Colliters Brook
-293204.769686181,6697303.4512554,354,2017/01/17 16:00:00+00,0.29,Colliters Brook
-285656.259471231,6704915.77537443,355,2017/01/24 11:00:00+00,7.637,Eastville
-292299.699288219,6699323.02851977,356,2017/01/28 04:00:00+00,0.989,Ashton Vale
-293204.769686181,6697303.4512554,357,2017/01/28 16:00:00+00,0.406,Colliters Brook
-285656.259471231,6704915.77537443,358,2017/02/06 21:00:00+00,7.619,Eastville
-284252.393763688,6697912.39153731,359,2017/02/19 16:00:00+00,0.104,Brislington
-284252.393763688,6697912.39153731,360,2017/02/22 10:00:00+00,0.12,Brislington
-292299.699288219,6699323.02851977,361,2017/02/23 10:00:00+00,0.977,Ashton Vale
-293204.769686181,6697303.4512554,362,2017/03/02 09:00:00+00,0.248,Colliters Brook
-284399.352004795,6701468.19484754,363,2017/03/02 16:00:00+00,0.493,Netham Weir
-284399.352004795,6701468.19484754,364,2016/01/29 18:45:00+00,0.581,Netham Weir
-284252.393763688,6697912.39153731,365,2016/10/06 17:00:00+01,0.081,Brislington
-284399.352004795,6701468.19484754,366,2016/02/01 06:00:00+00,0.595,Netham Weir
-285656.259471231,6704915.77537443,367,2016/09/17 05:00:00+01,0.296,Eastville
-292299.699288219,6699323.02851977,368,2016/07/27 20:45:00+01,-0.58,Ashton Vale
-287945.67407325,6702017.94952149,369,2016/02/09 11:15:00+00,0.09,Bristol Harbour Passage Street
-293204.769686181,6697303.4512554,370,2016/02/13 04:00:00+00,0.39,Colliters Brook
-293204.769686181,6697303.4512554,371,2016/07/30 10:00:00+01,0.01,Colliters Brook
-287945.67407325,6702017.94952149,372,2016/10/18 17:00:00+01,0.065,Bristol Harbour Passage Street
-287945.67407325,6702017.94952149,373,2016/10/21 05:00:00+01,0.035,Bristol Harbour Passage Street
-287945.67407325,6702017.94952149,374,2016/10/24 05:00:00+01,0.047,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,375,2016/11/05 16:00:00+00,0.933,Ashton Vale
-284399.352004795,6701468.19484754,376,2016/11/06 16:00:00+00,0.382,Netham Weir
-293204.769686181,6697303.4512554,377,2016/11/08 09:00:00+00,0.015,Colliters Brook
-292299.699288219,6699323.02851977,378,2016/11/10 10:00:00+00,0.95,Ashton Vale
-292299.699288219,6699323.02851977,379,2016/11/17 16:00:00+00,1.029,Ashton Vale
-292299.699288219,6699323.02851977,380,2017/04/26 17:00:00+01,0.917,Ashton Vale
-287945.67407325,6702017.94952149,381,2017/05/03 11:00:00+01,6.15,Bristol Harbour Passage Street
-284399.352004795,6701468.19484754,382,2017/05/08 17:00:00+01,0.206,Netham Weir
-292299.699288219,6699323.02851977,383,2017/05/18 05:00:00+01,0.955,Ashton Vale
-284399.352004795,6701468.19484754,384,2017/05/18 17:00:00+01,0.417,Netham Weir
-293204.769686181,6697303.4512554,385,2017/05/27 05:00:00+01,0.007,Colliters Brook
-284252.393763688,6697912.39153731,386,2017/05/30 05:00:00+01,0.122,Brislington
-284399.352004795,6701468.19484754,387,2017/06/02 17:00:00+01,0.268,Netham Weir
-284399.352004795,6701468.19484754,388,2016/11/06 04:00:00+00,0.398,Netham Weir
-284399.352004795,6701468.19484754,389,2016/11/10 04:00:00+00,0.477,Netham Weir
-285656.259471231,6704915.77537443,390,2016/11/12 04:00:00+00,0.315,Eastville
-293204.769686181,6697303.4512554,391,2016/11/17 09:00:00+00,0.426,Colliters Brook
-284252.393763688,6697912.39153731,392,2016/11/18 22:45:00+00,0.251,Brislington
-287945.67407325,6702017.94952149,393,2016/11/20 04:45:00+00,0.182,Bristol Harbour Passage Street
-285656.259471231,6704915.77537443,394,2016/11/24 16:30:00+00,0.426,Eastville
-285656.259471231,6704915.77537443,395,2016/11/29 04:00:00+00,0.444999999999999,Eastville
-284252.393763688,6697912.39153731,396,2016/11/29 16:00:00+00,0.121,Brislington
-285656.259471231,6704915.77537443,397,2016/11/29 16:30:00+00,0.419,Eastville
-285656.259471231,6704915.77537443,398,2016/11/30 04:00:00+00,0.428999999999999,Eastville
-287945.67407325,6702017.94952149,399,2016/12/13 04:00:00+00,0.052,Bristol Harbour Passage Street
-293204.769686181,6697303.4512554,400,2016/12/14 16:00:00+00,0.4,Colliters Brook
-287945.67407325,6702017.94952149,401,2016/12/15 04:00:00+00,0.063,Bristol Harbour Passage Street
-284399.352004795,6701468.19484754,402,2016/12/15 16:00:00+00,0.475,Netham Weir
-293204.769686181,6697303.4512554,403,2016/12/20 04:00:00+00,0.337,Colliters Brook
-284399.352004795,6701468.19484754,404,2016/12/20 04:00:00+00,0.451,Netham Weir
-292299.699288219,6699323.02851977,405,2016/12/20 04:00:00+00,0.976,Ashton Vale
-292299.699288219,6699323.02851977,406,2016/12/24 04:00:00+00,1.027,Ashton Vale
-284399.352004795,6701468.19484754,407,2016/12/27 04:00:00+00,0.445,Netham Weir
-284399.352004795,6701468.19484754,408,2016/07/16 17:00:00+01,0.391,Netham Weir
-292299.699288219,6699323.02851977,409,2016/01/21 10:00:00+00,0.972,Ashton Vale
-284252.393763688,6697912.39153731,410,2016/07/19 05:00:00+01,0.081,Brislington
-287945.67407325,6702017.94952149,411,2016/01/23 04:00:00+00,0.208,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,412,2016/01/26 16:30:00+00,1.164,Ashton Vale
-284252.393763688,6697912.39153731,413,2016/01/26 22:45:00+00,0.247,Brislington
-284252.393763688,6697912.39153731,414,2016/01/29 16:45:00+00,0.15,Brislington
-284399.352004795,6701468.19484754,415,2016/10/06 17:00:00+01,0.363,Netham Weir
-292299.699288219,6699323.02851977,416,2016/02/04 12:00:00+00,0.968,Ashton Vale
-284252.393763688,6697912.39153731,417,2016/10/26 11:00:00+01,0.104,Brislington
-293204.769686181,6697303.4512554,418,2016/10/27 05:00:00+01,0.009,Colliters Brook
-285656.259471231,6704915.77537443,419,2016/10/28 17:00:00+01,0.276,Eastville
-287945.67407325,6702017.94952149,420,2017/02/25 04:15:00+00,0.128,Bristol Harbour Passage Street
-285656.259471231,6704915.77537443,421,2017/02/26 19:45:00+00,7.769,Eastville
-293204.769686181,6697303.4512554,422,2017/02/28 09:00:00+00,0.39,Colliters Brook
-287945.67407325,6702017.94952149,423,2017/03/07 16:45:00+00,0.049,Bristol Harbour Passage Street
-284252.393763688,6697912.39153731,424,2017/03/12 04:00:00+00,0.125,Brislington
-287945.67407325,6702017.94952149,425,2017/03/13 04:00:00+00,0.087,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,426,2017/03/14 16:00:00+00,0.951,Ashton Vale
-284252.393763688,6697912.39153731,427,2017/03/20 04:00:00+00,0.17,Brislington
-292299.699288219,6699323.02851977,428,2017/03/29 05:00:00+01,0.963,Ashton Vale
-285656.259471231,6704915.77537443,429,2017/03/22 10:30:00+00,7.726,Eastville
-284252.393763688,6697912.39153731,430,2016/12/31 16:00:00+00,0.094,Brislington
-284252.393763688,6697912.39153731,431,2017/01/12 05:00:00+00,0.12,Brislington
-292299.699288219,6699323.02851977,432,2017/01/18 16:00:00+00,0.963,Ashton Vale
-293204.769686181,6697303.4512554,433,2017/01/23 09:45:00+00,0.12,Colliters Brook
-285656.259471231,6704915.77537443,434,2017/01/21 20:30:00+00,7.665,Eastville
-292299.699288219,6699323.02851977,435,2017/01/31 10:30:00+00,1.051,Ashton Vale
-292299.699288219,6699323.02851977,436,2017/02/03 10:45:00+00,1.028,Ashton Vale
-292299.699288219,6699323.02851977,437,2017/02/09 10:00:00+00,0.987,Ashton Vale
-292299.699288219,6699323.02851977,438,2016/04/27 05:00:00+01,0.946,Ashton Vale
-287945.67407325,6702017.94952149,439,2015/06/01 05:15:00+01,0.188,Bristol Harbour Passage Street
-293204.769686181,6697303.4512554,440,2015/06/04 14:15:00+01,0.009,Colliters Brook
-287945.67407325,6702017.94952149,441,2016/04/29 05:00:00+01,0.119,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,442,2016/04/29 17:00:00+01,0.917,Ashton Vale
-287945.67407325,6702017.94952149,443,2015/06/09 05:15:00+01,0.156,Bristol Harbour Passage Street
-284399.352004795,6701468.19484754,444,2015/08/11 12:30:00+01,0.387,Netham Weir
-292299.699288219,6699323.02851977,445,2015/08/13 13:15:00+01,0.939,Ashton Vale
-293204.769686181,6697303.4512554,446,2015/08/13 10:15:00+01,-0.013,Colliters Brook
-292299.699288219,6699323.02851977,447,2015/08/19 05:15:00+01,0.945,Ashton Vale
-284252.393763688,6697912.39153731,448,2015/08/20 06:15:00+01,0.115,Brislington
-293204.769686181,6697303.4512554,449,2016/10/12 05:00:00+01,-0.014,Colliters Brook
-293204.769686181,6697303.4512554,450,2015/08/29 10:15:00+01,0.025,Colliters Brook
-292299.699288219,6699323.02851977,451,2016/05/31 19:00:00+01,0.968,Ashton Vale
-293204.769686181,6697303.4512554,452,2016/08/06 05:00:00+01,0.023,Colliters Brook
-284399.352004795,6701468.19484754,453,2016/02/26 04:00:00+00,0.365,Netham Weir
-285656.259471231,6704915.77537443,454,2015/01/28 04:15:00+00,0.513,Eastville
-292299.699288219,6699323.02851977,455,2015/01/30 04:15:00+00,0.97,Ashton Vale
-293204.769686181,6697303.4512554,456,2015/02/05 09:15:00+00,0.051,Colliters Brook
-292299.699288219,6699323.02851977,457,2015/02/19 20:45:00+00,1.058,Ashton Vale
-292299.699288219,6699323.02851977,458,2015/02/08 04:15:00+00,0.956,Ashton Vale
-293204.769686181,6697303.4512554,459,2015/02/11 09:15:00+00,0.039,Colliters Brook
-292299.699288219,6699323.02851977,460,2016/03/05 18:15:00+00,0.976,Ashton Vale
-292299.699288219,6699323.02851977,461,2016/08/07 17:00:00+01,-0.58,Ashton Vale
-285656.259471231,6704915.77537443,462,2016/08/07 17:00:00+01,0.327,Eastville
-287945.67407325,6702017.94952149,463,2016/03/10 04:00:00+00,0.122,Bristol Harbour Passage Street
-293204.769686181,6697303.4512554,464,2016/03/13 04:15:00+00,0.418,Colliters Brook
-293204.769686181,6697303.4512554,465,2016/03/15 04:00:00+00,0.418,Colliters Brook
-293204.769686181,6697303.4512554,466,2016/03/21 04:00:00+00,0.326,Colliters Brook
-293204.769686181,6697303.4512554,467,2015/03/15 09:15:00+00,0.131,Colliters Brook
-287945.67407325,6702017.94952149,468,2016/03/21 04:00:00+00,0.114,Bristol Harbour Passage Street
-285656.259471231,6704915.77537443,469,2016/04/03 05:00:00+01,0.387,Eastville
-284399.352004795,6701468.19484754,470,2016/03/22 04:00:00+00,0.31,Netham Weir
-287945.67407325,6702017.94952149,471,2016/05/16 17:00:00+01,0.124000000000001,Bristol Harbour Passage Street
-293204.769686181,6697303.4512554,472,2016/05/18 05:00:00+01,0.057,Colliters Brook
-285656.259471231,6704915.77537443,473,2016/05/19 09:15:00+01,0.366,Eastville
-293204.769686181,6697303.4512554,474,2015/07/25 05:15:00+01,0.059,Colliters Brook
-292299.699288219,6699323.02851977,475,2015/07/27 05:15:00+01,0.983,Ashton Vale
-284399.352004795,6701468.19484754,476,2015/07/28 12:30:00+01,1.721,Netham Weir
-284399.352004795,6701468.19484754,477,2015/07/29 05:15:00+01,1.18,Netham Weir
-293204.769686181,6697303.4512554,478,2015/07/31 23:15:00+01,-0.008,Colliters Brook
-284252.393763688,6697912.39153731,479,2015/08/01 05:15:00+01,0.085,Brislington
-292299.699288219,6699323.02851977,480,2015/08/01 05:15:00+01,0.94,Ashton Vale
-293204.769686181,6697303.4512554,481,2015/08/02 22:15:00+01,-0.015,Colliters Brook
-285656.259471231,6704915.77537443,482,2015/08/08 05:30:00+01,-2.5,Eastville
-292299.699288219,6699323.02851977,483,2016/08/22 05:00:00+01,0.945,Ashton Vale
-285656.259471231,6704915.77537443,484,2016/08/17 05:00:00+01,0.287,Eastville
-284399.352004795,6701468.19484754,485,2015/06/27 05:15:00+01,0.416,Netham Weir
-292299.699288219,6699323.02851977,486,2016/08/21 05:00:00+01,0.95,Ashton Vale
-284399.352004795,6701468.19484754,487,2015/06/30 05:15:00+01,0.391,Netham Weir
-293204.769686181,6697303.4512554,488,2016/05/06 10:00:00+01,0.023,Colliters Brook
-293204.769686181,6697303.4512554,489,2016/05/07 10:00:00+01,0.014,Colliters Brook
-284399.352004795,6701468.19484754,490,2016/05/08 17:00:00+01,0.416,Netham Weir
-284399.352004795,6701468.19484754,491,2016/10/07 17:00:00+01,0.387,Netham Weir
-285656.259471231,6704915.77537443,492,2015/04/09 13:30:00+01,0.378,Eastville
-284252.393763688,6697912.39153731,493,2016/04/08 05:00:00+01,0.108,Brislington
-293204.769686181,6697303.4512554,494,2015/04/16 10:15:00+01,0.014,Colliters Brook
-292299.699288219,6699323.02851977,495,2016/04/08 20:15:00+01,0.951,Ashton Vale
-285656.259471231,6704915.77537443,496,2016/04/08 20:15:00+01,0.416,Eastville
-292299.699288219,6699323.02851977,497,2015/04/14 05:15:00+01,0.96,Ashton Vale
-287945.67407325,6702017.94952149,498,2015/04/16 17:00:00+01,0.132,Bristol Harbour Passage Street
-292299.699288219,6699323.02851977,499,2015/04/20 05:30:00+01,0.943,Ashton Vale
-292299.699288219,6699323.02851977,500,2016/04/12 17:00:00+01,0.954,Ashton Vale
-287945.67407325,6702017.94952149,501,2016/03/13 04:15:00+00,0.164,Bristol Harbour Passage Street
-287945.67407325,6702017.94952149,502,2015/03/04 04:15:00+00,0.179,Bristol Harbour Passage Street
-284399.352004795,6701468.19484754,503,2016/04/01 05:00:00+01,0.581,Netham Weir
-292299.699288219,6699323.02851977,504,2015/03/12 04:15:00+00,0.962,Ashton Vale
-285656.259471231,6704915.77537443,505,2016/08/08 17:00:00+01,0.323,Eastville
-284252.393763688,6697912.39153731,506,2015/03/21 04:15:00+00,0.1,Brislington
-284399.352004795,6701468.19484754,507,2016/03/23 04:00:00+00,0.415,Netham Weir
-284399.352004795,6701468.19484754,508,2017/02/17 16:00:00+00,0.454,Netham Weir
-293204.769686181,6697303.4512554,509,2017/02/22 09:00:00+00,0.088,Colliters Brook
-284399.352004795,6701468.19484754,510,2017/02/22 04:00:00+00,0.485,Netham Weir
-285656.259471231,6704915.77537443,511,2017/03/08 18:00:00+00,7.705,Eastville
-292299.699288219,6699323.02851977,512,2017/03/12 16:00:00+00,0.972,Ashton Vale
-284252.393763688,6697912.39153731,513,2017/03/13 04:00:00+00,0.125,Brislington
-284252.393763688,6697912.39153731,514,2017/03/20 16:00:00+00,0.235,Brislington
-284252.393763688,6697912.39153731,515,2017/03/22 10:00:00+00,0.287,Brislington
-287945.67407325,6702017.94952149,516,2017/03/22 16:00:00+00,0.114,Bristol Harbour Passage Street
-287945.67407325,6702017.94952149,517,2017/03/25 16:00:00+00,0.084000000000001,Bristol Harbour Passage Street
-293204.769686181,6697303.4512554,518,2017/04/03 10:00:00+01,0.018,Colliters Brook
-284252.393763688,6697912.39153731,519,2017/04/03 17:00:00+01,0.091,Brislington
-287945.67407325,6702017.94952149,520,2017/04/08 05:00:00+01,0.105,Bristol Harbour Passage Street
-287945.67407325,6702017.94952149,521,2017/04/19 16:30:00+01,6.195,Bristol Harbour Passage Street
-293204.769686181,6697303.4512554,522,2017/04/20 10:00:00+01,0.015,Colliters Brook
-285656.259471231,6704915.77537443,523,2017/04/22 17:00:00+01,7.574,Eastville
-284252.393763688,6697912.39153731,524,2017/04/26 11:00:00+01,0.067,Brislington
-292299.699288219,6699323.02851977,525,2017/04/27 05:00:00+01,0.937,Ashton Vale
-287945.67407325,6702017.94952149,526,2017/04/29 07:00:00+01,6.169,Bristol Harbour Passage Street
-293204.769686181,6697303.4512554,527,2017/05/02 17:00:00+01,0.007,Colliters Brook
-285656.259471231,6704915.77537443,528,2017/05/03 17:00:00+01,7.505,Eastville
-293204.769686181,6697303.4512554,529,2016/11/20 16:45:00+00,0.524,Colliters Brook
-284399.352004795,6701468.19484754,530,2016/11/20 22:45:00+00,0.654,Netham Weir
-284399.352004795,6701468.19484754,531,2016/11/22 04:45:00+00,0.98,Netham Weir
-284399.352004795,6701468.19484754,532,2016/11/22 16:00:00+00,1.048,Netham Weir
-287945.67407325,6702017.94952149,533,2016/12/03 16:00:00+00,0.119,Bristol Harbour Passage Street
-293204.769686181,6697303.4512554,534,2016/12/08 09:00:00+00,0.227,Colliters Brook
-284399.352004795,6701468.19484754,535,2016/12/19 16:00:00+00,0.45,Netham Weir
-293204.769686181,6697303.4512554,536,2017/01/04 09:00:00+00,0.325,Colliters Brook
-284399.352004795,6701468.19484754,537,2017/01/04 16:00:00+00,0.435,Netham Weir
-285656.259471231,6704915.77537443,538,2017/01/11 16:00:00+00,7.687,Eastville
-287945.67407325,6702017.94952149,539,2017/01/16 16:00:00+00,0.104,Bristol Harbour Passage Street
-287945.67407325,6702017.94952149,540,2017/01/20 04:00:00+00,0.095,Bristol Harbour Passage Street
-284399.352004795,6701468.19484754,541,2017/01/27 04:00:00+00,0.45,Netham Weir
-292299.699288219,6699323.02851977,542,2017/01/27 16:00:00+00,0.958,Ashton Vale
-284399.352004795,6701468.19484754,543,2017/02/03 04:00:00+00,0.724,Netham Weir
